,K/9,BB/9,LOB%,ERA,FIP,pWAR,OBP,SLG,wOBA,Off,WAR,W
2022LAD,9.084750201,2.523886233,0.78296703,2.796738799,3.451429644,25.16644023,0.333386735,0.441730003,0.3365604835,147.8165257,37.48350919,111
2018BOS,9.612888924,3.159049505,0.7578871,3.751371287,3.818566889,18.52552111,0.338840349,0.453494575,0.3395622403,79.31153065,32.6151702,108
2019HOU,10.28424951,2.757237451,0.76822157,3.66195599,3.976489574,24.19838758,0.352452593,0.495456974,0.3546718255,194.2253226,43.24851913,107
2021SFG,8.814433706,2.573196086,0.74855415,3.247422944,3.548041026,21.97512737,0.329002923,0.440131819,0.3294959892,55.51143428,32.98273739,107
2019LAD,9.456537329,2.44039673,0.74714286,3.392898515,3.726575796,25.38222386,0.337616447,0.472055343,0.3383970851,89.85153828,34.71562046,106
2021LAD,9.911158178,3.012397045,0.76541311,3.030992088,3.543312403,27.54686884,0.329788947,0.429017447,0.3267943586,43.99456209,29.01290879,106
2022HOU,9.489853014,2.851937454,0.77235772,2.895526018,3.284017729,26.73111711,0.319423745,0.423923091,0.3239584057,83.03314662,30.34170585,106
2017LAD,9.649978074,2.7535767,0.77771649,3.382787666,3.669868643,21.71735135,0.334469881,0.436760355,0.3296333157,33.75614271,29.68924296,104
2023ATL,9.475000753,3.337500265,0.73015684,4.137500329,4.096012649,16.16626085,0.343955164,0.500804002,0.3593280625,205.1126054,40.90353825,104
2009NYY,7.820690748,3.562759119,0.71894689,4.276552322,4.316394275,19.25413932,0.36175187,0.477561837,0.3646861971,137.5410715,34.1406877,103
2016CHC,8.884905757,3.052066863,0.77467693,3.150719529,3.770675515,18.83689237,0.343452002,0.428675268,0.3333256972,47.4801257,34.78978051,103
2018HOU,10.43505212,2.690721797,0.77881834,3.111340377,3.232596528,28.6326565,0.329196603,0.425270493,0.3265826867,72.4501052,32.69995754,103
2019NYY,9.567568331,3.162162415,0.75167955,4.309771654,4.467647829,17.9144345,0.338626884,0.489879992,0.3463919198,131.2231309,30.78268255,103
2011PHI,7.915369288,2.461746876,0.77479726,3.0223427,3.238656436,29.45033098,0.322601416,0.394694389,0.3151705396,-29.52666923,18.80129372,102
2017CLE,10.08283287,2.53632599,0.77460062,3.304720316,3.327005743,30.35328608,0.338647342,0.449283251,0.3359310617,46.42838736,28.25936201,102
2017HOU,9.91493847,3.248962889,0.7366235,4.120332246,3.908677092,19.01490222,0.345544712,0.477811441,0.3486017446,162.6476114,36.66101392,101
2019MIN,8.997950322,2.779954577,0.71817,4.182232549,4.025171246,23.65749349,0.337513716,0.494068387,0.3468773208,123.4983803,31.90674105,101
2022ATL,9.658840473,3.10773503,0.74550291,3.455801353,3.459116109,22.20618812,0.317382009,0.443456162,0.3301785854,84.22084342,29.34297671,101
2022NYM,9.790316039,2.677479402,0.75956782,3.584569387,3.504460696,21.53151384,0.332087733,0.411914738,0.3257423829,88.41338739,31.16545721,101
2023BAL,8.859666242,2.928457116,0.73480459,3.906673234,3.975288093,18.19279606,0.320708312,0.420928116,0.3204568039,55.91610165,23.94944983,101
2015STL,8.1663639,2.931042574,0.79353933,2.937187317,3.479747625,20.5600961,0.321088881,0.394420131,0.3109735749,-21.24696915,23.58267567,100
2018NYY,10.09796354,3.052872699,0.73922734,3.775921496,3.633537579,24.4628734,0.329180642,0.45149592,0.3352551337,90.17724331,28.61535578,100
2021TBR,9.138081768,2.695672294,0.73727795,3.672544364,3.794490319,18.93726914,0.321192586,0.428908661,0.3224181343,77.03114591,30.25744262,100
2023LAD,8.63701364,2.825075067,0.72632266,4.057156263,4.226462403,16.93710207,0.34024043,0.454742939,0.3411892222,125.9708174,32.289517,100
2022NYY,9.045465831,2.752698306,0.76319738,3.304477922,3.560192238,20.82993129,0.324719648,0.426226484,0.3271561706,90.78864795,34.21318134,99
2023TBR,9.405687163,2.739944701,0.72411057,3.869625774,3.804971047,21.3394336,0.331438778,0.444928325,0.3352107969,132.9497796,31.81876328,99
2012WSN,8.12145337,3.046311188,0.75087381,3.340522329,3.543260294,19.46112469,0.322152001,0.42760463,0.3240498124,4.662518731,23.703122,98
2014LAA,8.146133541,3.059352686,0.73279925,3.581385089,3.574023776,14.52101597,0.322147651,0.406050955,0.3206994013,67.26431733,30.81974693,98
2015PIT,8.083687999,2.736854009,0.74971687,3.226225255,3.360490158,19.46568202,0.323368691,0.395666844,0.3127322911,-17.45199296,24.01737318,98
2024LAD,8.653447629,3.118976448,0.73656399,3.91584069,4.177986829,14.56954747,0.334829299,0.446396233,0.3370741122,147.993348,33.7121907,98
2009LAA,6.614533575,3.257439793,0.72366992,4.453287671,4.452793246,13.71968293,0.350047908,0.4414799,0.34576218,75.46574804,29.03369042,97
2010PHI,7.310827013,2.570840268,0.75314063,3.683223077,3.927235966,16.64813269,0.331999359,0.41336678,0.3265791036,5.500965991,22.7902166,97
2011NYY,7.541486211,3.128914492,0.74977467,3.733714532,3.86675777,17.34687262,0.34338118,0.444182674,0.3445647983,101.5674745,36.9332041,97
2012CIN,7.73021386,2.644872851,0.76856649,3.344804074,3.723495495,18.70767207,0.315292949,0.410626255,0.3138489339,-35.97736996,23.36103833,97
2013BOS,8.00962922,3.243466547,0.74537414,3.794360674,3.840839305,15.75888074,0.349228832,0.446115731,0.3465538592,116.7481103,35.7042392,97
2013STL,7.731902983,2.780772125,0.74527317,3.42818027,3.385602752,17.3113506,0.331760494,0.401475616,0.322204552,20.99374322,25.49316067,97
2015CHC,8.813185115,2.506615194,0.72726093,3.36268279,3.297143035,22.92551477,0.321388033,0.398105991,0.3133253602,-15.76605812,25.40794573,97
2017WSN,9.064286215,3.079493258,0.74383803,3.882027864,3.992662782,22.98294879,0.332198995,0.449306681,0.3307811953,0.7632833585,23.18171154,97
2018OAK,7.59586118,2.910621018,0.73518189,3.819422517,4.183174404,13.46363097,0.325332053,0.4391468,0.3294487649,81.03785925,29.5000667,97
2019OAK,7.980205308,2.930375621,0.75143427,3.968600946,4.336193851,18.75772683,0.327211753,0.448300665,0.3274366984,53.85742921,25.21649223,97
2019ATL,8.642234207,3.399816472,0.73839662,4.200138233,4.388641931,12.40933474,0.336467963,0.452158273,0.3320723754,16.66905787,25.85566561,97
2010TBR,7.361385811,2.959413303,0.75153752,3.782848386,4.088390577,16.28603135,0.332851405,0.40301526,0.325969297,78.54099837,30.82811585,96
2011TEX,7.361933772,2.878584791,0.72493734,3.790240712,3.977976529,19.20278802,0.339601414,0.45997526,0.3473695237,107.395421,33.685612,96
2011MIL,7.847167963,2.746820926,0.73241704,3.639537727,3.591397871,16.75145113,0.32498341,0.425004589,0.3267100681,20.61039214,30.74565278,96
2013OAK,7.332645241,2.652892784,0.74787139,3.557851537,3.834355819,16.64113764,0.32659987,0.418764716,0.326808145,66.15183492,25.79450746,96
2013ATL,7.645139669,2.538037439,0.76980475,3.177200901,3.438799018,17.93142314,0.321258027,0.401764381,0.3181445778,3.791470452,25.67610482,96
2014BAL,7.2303836,2.906934463,0.77034184,3.436587776,3.958894549,12.91638921,0.31123872,0.422265904,0.3226593704,21.87525932,27.29866742,96
2014WSN,7.882140065,2.154125235,0.749375,3.029238612,3.175089886,24.29368196,0.320987654,0.392998917,0.3167024838,8.427395764,25.93225909,96
2018MIL,8.796715509,3.406571202,0.74441992,3.733059943,4.005743096,14.48917389,0.322596309,0.424395525,0.3221591467,2.621123829,28.14296042,96
2019TBR,9.895321073,2.76531798,0.73748044,3.674881731,3.65488676,24.54889438,0.32531464,0.431236673,0.3206100407,31.00720711,25.0990231,96
2009BOS,7.705336713,3.320185738,0.72973846,4.353828468,4.144647603,18.45441164,0.351731772,0.453905827,0.3510422136,40.70114848,23.87742555,95
2009LAD,7.770136548,3.567421182,0.74933457,3.414706235,3.796178854,18.57169045,0.345861084,0.411659513,0.3315432166,18.70544036,27.98842105,95
2010NYY,7.200832453,3.369540316,0.73982592,4.055928158,4.343153347,16.37837028,0.349826662,0.435961918,0.3461432862,101.4925146,31.51097322,95
2011DET,6.968750128,3.075000056,0.7114965,4.043750074,3.955247414,16.68584753,0.339750849,0.433579004,0.3370968012,48.53371697,23.60817845,95
2012NYY,8.207104253,2.683810268,0.75108359,3.854474608,3.97590976,17.014698,0.336935483,0.453113685,0.341522552,97.2489232,33.62508637,95
2015KCR,7.190082966,3.030991871,0.75,3.737603473,4.041307289,13.82513573,0.321769154,0.412197309,0.3179640987,-8.2899863,21.79771822,95
2016TEX,7.197505811,3.330561614,0.72769953,4.384615758,4.578299937,12.61543267,0.321528578,0.433303167,0.3240014415,-40.2829693,16.444372,95
2016WSN,9.100709009,2.885590661,0.75,3.520667239,3.583646528,23.49877162,0.32553226,0.425865209,0.3216047237,-27.24891809,21.59769585,95
2018CHC,8.126214189,3.791826876,0.76208594,3.645518444,4.135143772,14.11862164,0.333175205,0.410384068,0.3206489015,-2.772833068,25.56164539,95
2021HOU,9.068512925,3.41937747,0.7505352,3.799308299,4.122283343,16.26639435,0.339012738,0.444484176,0.3364977336,106.6229572,34.09300237,95
2021MIL,10.14066912,3.365599085,0.74732864,3.497214692,3.720173431,23.58419336,0.317081205,0.39612085,0.310037847,-59.63579518,17.93624022,95
2024PHI,8.939695511,2.769870765,0.7372924,3.85536066,3.859156324,21.81429179,0.325150382,0.424647632,0.3253225827,69.54284029,27.02929768,95
2010MIN,6.492886982,2.37287759,0.73388042,3.952730815,3.910104975,17.29758795,0.34073002,0.421515804,0.3346388028,29.54983214,27.55413956,94
2011ARI,6.597228852,2.756120182,0.73944497,3.797459708,4.020305487,11.78453874,0.322361892,0.413207895,0.3215508621,-14.81079989,30.53778515,94
2012OAK,6.955102082,2.828571445,0.75442185,3.495918388,3.885608562,19.49787044,0.310266406,0.403654785,0.3110200762,0.2587892968,19.39712808,94
2012ATL,7.671587249,2.889299094,0.75372208,3.418588798,3.742053616,11.41551018,0.319828722,0.389124423,0.3098454436,-48.89950936,27.12389985,94
2012SFG,7.672640584,3.033081039,0.73551874,3.678153489,3.778118623,10.91814977,0.327352797,0.39672544,0.3143792679,22.39041191,28.95754482,94
2013PIT,7.716908671,3.151632011,0.75002869,3.274025487,3.419114587,16.79272439,0.313405797,0.395916879,0.3116262114,-3.417670797,22.50775758,94
2014LAD,8.436732554,2.636094877,0.74011931,3.404187789,3.480454289,19.52412634,0.332524664,0.405755395,0.3266820524,81.41382855,32.29555656,94
2016CLE,8.707266946,2.871280445,0.734373,3.855363548,3.912650393,18.18568021,0.329033311,0.42961342,0.3264240991,13.50521853,23.56788766,94
2024NYY,9.026848142,3.302203198,0.74713345,3.760670434,4.062971427,14.7816078,0.332851637,0.428623853,0.3306241206,101.951092,33.65774023,94
2009PHI,7.128692885,3.023357173,0.75011246,4.160980322,4.363170392,12.37752389,0.334076078,0.446934385,0.3389204215,42.45362657,31.72861762,93
2012BAL,7.142953886,2.919083109,0.73827074,3.896156665,4.200318646,16.00467974,0.311274509,0.41708633,0.3165092364,-44.01715562,14.26229245,93
2012TEX,8.026352531,2.783633926,0.71481481,4.019417597,3.901664325,22.24910513,0.333603107,0.445974955,0.3358252071,39.52366218,23.2256451,93
2013DET,8.786691472,2.842753123,0.73739521,3.611896284,3.266632875,26.26426376,0.345972309,0.434350479,0.3411779594,83.72465039,27.82748515,93
2015TOR,6.976405894,2.479528326,0.72695941,3.809854606,4.093344009,13.68346063,0.339628732,0.457070248,0.3442048182,135.8697635,36.72845616,93
2016BOS,8.514471652,3.063209331,0.72866149,4.000926474,4.000230285,18.80349463,0.348439233,0.461199294,0.3464988332,100.8506212,30.82613336,93
2017BOS,9.592985175,2.823251966,0.75692308,3.733978407,3.776259062,23.1887202,0.329435929,0.406597283,0.3163640556,-61.71165104,16.41968271,93
2017ARI,9.256072691,3.222762151,0.74156196,3.672449893,3.796779216,22.86424421,0.329398447,0.444705882,0.3292307788,-31.93091771,22.07429081,93
2019CLE,9.440298104,2.817065084,0.76003137,3.793647647,4.056346714,21.04281088,0.323307034,0.432258064,0.3189722111,-15.24132803,24.10106142,93
2019WSN,9.44812482,3.232746877,0.73018591,4.276980395,4.143606579,21.73443695,0.341694806,0.454462989,0.3356960747,39.69644619,28.5247118,93
2021CHW,10.18432384,3.11045155,0.74350693,3.726128558,3.738680248,27.94787212,0.336138613,0.42225126,0.3290527831,58.09004278,22.01596021,93
2022STL,7.378454399,3.065475107,0.74243868,3.792663476,3.942010836,13.91395206,0.325267944,0.420123726,0.3259408037,86.65950261,31.42630672,93
2024MIL,8.545643807,3.074689032,0.76688287,3.647303184,4.187435599,13.20507231,0.325581395,0.402960526,0.3185303828,47.24467539,27.18868527,93
2024SDP,9.085457093,2.888837699,0.72777638,3.858036494,3.776693323,19.32782157,0.324493493,0.420014477,0.3235595846,85.41536221,26.59471921,93
2009COL,7.220857963,3.303824094,0.71301841,4.236153242,3.964059484,21.03242861,0.343065693,0.44053353,0.3413636066,-29.73754521,18.50531233,92
2010SFG,8.199179089,3.560575142,0.77016973,3.363449874,3.73971789,18.41643087,0.32113419,0.408345481,0.3197240804,-31.57220078,26.01950273,92
2013CLE,8.610777913,3.459297291,0.74155903,3.81521777,3.734024657,16.77201999,0.326703619,0.409881061,0.3241092242,39.31799124,23.01381193,92
2013TBR,8.053279487,2.963115048,0.73586983,3.737705289,3.711105808,14.47684517,0.329044708,0.407728421,0.3237602938,50.08026741,28.64290868,92
2013LAD,8.017468184,2.854516536,0.75446483,3.251666663,3.445004503,20.62154089,0.326086956,0.396284829,0.3170474087,14.7145751,25.91028402,92
2015LAD,8.690800877,2.459073314,0.74660633,3.455153644,3.404748951,19.7073685,0.326101358,0.412627669,0.3217683915,28.15946325,29.04236321,92
2017CHC,8.948180765,3.44495632,0.74220653,3.954859602,4.196792182,16.81075282,0.337933247,0.437227074,0.331009596,8.4114903,26.89037256,92
2018LAD,9.542683621,2.573170919,0.76220723,3.396341711,3.598100984,18.9727029,0.33264757,0.441672648,0.3326178345,92.61371497,34.7949829,92
2021BOS,9.684990425,3.46300247,0.7188409,4.274841877,3.951570496,20.35219246,0.328477905,0.448953594,0.3327790919,34.27306108,21.72606636,92
2021NYY,9.838133672,3.084997939,0.73981274,3.762192609,3.904358384,21.63999482,0.322367333,0.406865503,0.3171555233,16.24475812,18.28080959,92
2022CLE,8.592033564,2.688873813,0.73842469,3.47390134,3.752540936,17.71620736,0.3160723,0.382511694,0.3056406451,21.76548402,22.99974917,92
2022TOR,8.679464404,2.647548854,0.73379052,3.890148434,3.847861239,15.37456063,0.328666775,0.431143114,0.3313472821,121.0983083,33.44993563,92
2023MIL,8.887734669,3.074844345,0.75244343,3.729730058,4.213460402,15.96154141,0.319229502,0.385072409,0.3086802939,-53.47462859,18.44514148,92
2024CLE,8.886555435,3.10084062,0.75717844,3.605042347,3.981114478,13.79071099,0.307483914,0.395291902,0.3057943551,0.3367593264,21.74483286,92
2009STL,6.553216735,2.873669874,0.73234924,3.660805535,3.818971844,17.5336727,0.332130556,0.415004574,0.3252028975,-1.584435538,23.65077421,91
2010ATL,7.759842945,3.157712077,0.73432731,3.57040316,3.646161123,15.57654188,0.338994015,0.400878638,0.3274561434,-2.935508148,23.00562469,91
2010CIN,6.999312583,3.245698932,0.73599727,4.019959174,4.121201116,12.80765543,0.338478855,0.435920415,0.3396305082,57.20479553,35.37890985,91
2011TBR,7.099379728,3.130435156,0.75522802,3.583851359,4.030907455,16.79415392,0.321831561,0.40231788,0.3192962441,35.13112313,27.51535808,91
2013TEX,8.050797793,3.06287036,0.75462799,3.628701832,3.772911371,21.21791086,0.323252032,0.411996418,0.3227242439,-22.49748057,19.59383805,91
2016LAD,9.353063657,2.874053998,0.73775773,3.704060972,3.611804756,19.97896737,0.319256481,0.408843783,0.3144882249,-24.26868251,22.81356885,91
2017NYY,9.691671013,3.13115525,0.74534566,3.746203603,3.88037328,23.37046999,0.338546603,0.446549874,0.335514584,78.88168195,29.2819492,91
2018CLE,9.535225279,2.513495265,0.76026059,3.773330729,3.784859829,21.97779495,0.331739199,0.434316353,0.3303004798,48.26983256,25.53018188,91
2018COL,8.731467446,3.25338567,0.71268569,4.331650635,4.058985713,17.06169768,0.322033898,0.435300487,0.3249228835,-88.27871545,14.67190484,91
2019STL,8.719529744,3.396814661,0.75800319,3.820637407,4.27148878,14.91856165,0.322122448,0.414755,0.3141151186,-28.24529222,21.10640983,91
2021TOR,9.4013292,3.029174872,0.75509125,3.906546875,4.18402853,14.46843313,0.330472103,0.466033601,0.3403278129,93.21681203,29.64453703,91
2024BAL,8.613038365,3.002080763,0.71482412,3.944521918,3.941307301,16.2869099,0.315328467,0.435423028,0.3243981083,102.8380129,28.75564779,91
2010TEX,7.303481967,3.407467031,0.73585122,3.93311984,4.167627204,19.29112476,0.338190552,0.418811002,0.3329743524,-7.022253803,21.94545655,90
2010SDP,8.002976067,3.195010522,0.76658209,3.405127268,3.662873367,16.31744137,0.317402768,0.371365476,0.3042012143,-50.19017227,23.63607462,90
2011BOS,7.491079895,3.334858321,0.70825833,4.199451219,4.049174067,14.26979289,0.34877896,0.460770577,0.3515611771,114.2939042,36.8100719,90
2011STL,6.759234562,2.757866197,0.71574294,3.785910069,3.746316586,12.00851591,0.340857421,0.424981923,0.3343086352,72.25698652,29.18923132,90
2012TBR,8.527289895,2.891756298,0.75509158,3.193880091,3.512355753,20.43779797,0.316691382,0.394220081,0.3112480627,-1.005652285,23.97906129,90
2013CIN,7.914951647,2.656638863,0.77456647,3.38339754,3.80854203,18.04174372,0.327263938,0.390798326,0.3155403164,-32.87689715,22.34693496,90
2014DET,7.700137967,2.859697541,0.70730624,4.011004343,3.596488782,19.65675921,0.330851408,0.426110124,0.3312123068,73.03378211,24.3830676,90
2014STL,7.585596439,2.919926557,0.7435409,3.503911869,3.649969643,15.94105105,0.320159415,0.369148544,0.3075638112,-48.99614924,18.02649959,90
2015NYM,8.226755388,2.356654685,0.74266975,3.451914565,3.532180835,19.00692442,0.311856091,0.400036185,0.3091870309,-6.853359329,24.58951829,90
2018TBR,8.830150634,3.113233967,0.73314535,3.747066033,3.817738903,17.41311873,0.333441453,0.406392694,0.3222310748,57.419531,25.98450979,90
2018ATL,8.791991444,3.923341228,0.74087079,3.750343504,3.986976254,15.06992149,0.324089003,0.417413113,0.3188998378,-18.64541045,25.03921122,90
2021SEA,8.298079859,3.030548744,0.71105128,4.299005228,4.257976822,13.97873097,0.302767589,0.384873949,0.2997861007,-58.08662627,10.692732,90
2021STL,7.780523,3.861679987,0.73211994,3.995060381,4.302708899,13.01575162,0.313307601,0.411511866,0.3119674714,-26.20097689,25.04625099,90
2022SEA,8.651693694,2.780235141,0.76138457,3.588804645,3.90372338,12.96887241,0.314660114,0.389581395,0.3103639399,58.14104032,24.40339465,90
2023TEX,8.465305936,3.076584171,0.7262291,4.279647634,4.314683063,14.25611394,0.337146488,0.452368185,0.3396939854,114.2743479,34.10835143,90
2023HOU,9.091328835,3.343865469,0.74637769,3.941651474,4.312927862,15.45359715,0.331192807,0.436680438,0.3316407291,81.91550613,27.5940136,90
2023PHI,9.072799418,2.932748092,0.71193936,4.030968655,3.996200575,24.34386477,0.327087707,0.437827107,0.3294202546,55.04095602,22.52993016,90
2010BOS,7.45743769,3.583524325,0.70848425,4.189016366,4.080817338,15.68572077,0.339076825,0.450938717,0.3448470687,59.73348709,24.67057546,89
2011ATL,8.101825428,3.168957243,0.75158868,3.485244722,3.486976774,14.23210045,0.30821018,0.387120115,0.3056153262,-70.48861014,18.05802035,89
2012LAA,7.264884274,3.032790928,0.72614885,4.018604957,4.261661486,10.43243961,0.331631812,0.432803468,0.3313076829,109.7703134,33.37887226,89
2014KCR,7.24632379,2.72977951,0.73878318,3.505285052,3.694752189,17.20015842,0.31352697,0.376014427,0.3056303608,-47.77956751,18.57775775,89
2016BAL,7.843575884,3.425279533,0.73749857,4.217179021,4.313459893,15.73646567,0.317028985,0.44333816,0.3256294508,13.41999674,21.40065904,89
2016TOR,8.103700931,2.843079246,0.74448186,3.792828061,4.044915864,16.82107044,0.329519819,0.425807629,0.3266412044,21.93626604,23.71373861,89
2018SEA,8.250345826,2.485043924,0.72539185,4.125172913,4.054357098,16.49214513,0.314172447,0.408126247,0.312642007,3.253754498,19.37660645,89
2019MIL,9.232298821,3.51530416,0.73138773,4.403381001,4.461839666,12.49767061,0.329087724,0.438289426,0.3238325017,-20.17298803,23.01698092,89
2022SDP,9.047806622,2.918245003,0.73503298,3.809930976,3.815664306,18.97341827,0.31789371,0.381675201,0.3080769436,3.750268465,20.83715631,89
2023TOR,9.473250027,3.025488229,0.75369027,3.788060057,4.059632857,17.2503475,0.3286657,0.41657677,0.3239746641,38.8825886,25.51626439,89
2024ARI,8.187298708,2.999307448,0.69444444,4.626790283,4.089552463,12.39820679,0.337285691,0.44005795,0.3365652028,121.5331026,33.78204949,89
2024ATL,9.683834347,2.799769235,0.74936869,3.48568152,3.440360706,23.49439924,0.309417779,0.415070242,0.3147524769,-7.77650564,18.42867923,89
2024NYM,9.079039383,3.656575312,0.72278406,3.956090013,4.050672994,14.03136374,0.319083224,0.41506352,0.3201015107,55.37622792,25.83346485,89
2009SFG,8.103735274,3.634855146,0.7554508,3.553942274,3.851578996,19.69883945,0.309348914,0.389222647,0.3050713906,-118.061762,17.27316863,88
2010CHW,7.14980478,3.049089941,0.71539399,4.094492207,3.798284993,23.98207309,0.331740276,0.419948942,0.331552846,-7.668585461,15.63876152,88
2012DET,8.291239898,2.755358934,0.72663329,3.768173519,3.63056582,24.46620521,0.334538878,0.422388604,0.328270265,15.44269556,20.35638991,88
2012STL,7.494531233,2.682771443,0.73207635,3.710346743,3.616785781,16.24279049,0.337541953,0.421024546,0.3291826584,46.47378676,28.3506015,88
2014OAK,7.651025522,2.497038876,0.75863433,3.222779239,3.668698671,17.39809288,0.319620761,0.380703336,0.3115403267,27.18018791,21.64761396,88
2014PIT,7.588922415,3.083772219,0.74165142,3.491645899,3.797621859,8.229291064,0.329713081,0.404443641,0.3245475552,61.57270463,31.34460987,88
2014SFG,7.521740037,2.416149359,0.72661043,3.503106012,3.577386798,9.392752788,0.310658722,0.388194821,0.3081091628,-5.127363914,25.70513867,88
2015TEX,6.831100395,3.169131507,0.72433821,4.254621433,4.343852633,11.0433234,0.325195312,0.413355107,0.3205621255,4.782215714,21.64533393,88
2018STL,8.268209612,3.667201421,0.72997131,3.852725945,3.969868202,14.40711507,0.320923427,0.409239723,0.3157614835,-15.70953492,18.19646942,88
